,src_airport_code,src_airport_name,src_airport_lat,src_airport_lon,src_airport_ctry,src_airport_rgn,src_airport_sbrgn,dstn_airport_code,dstn_airport_name,dstn_airport_lat,dstn_airport_lon,dstn_airport_ctry,dstn_airport_rgn,dstn_airport_sbrgn,airline,flight_distance,flight_duration,aircraft_model_code,aircraft_model_name,capacity
6996,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,IAH,George Bush Intercontinental Airport,29.9844,-95.3414,United States of America,Americas,Northern America,Delta Air Lines,1074,2:38,717,Boeing 717,117
6997,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,ICN,Incheon International Airport,37.4633,126.44,"Korea, Republic of",Asia,Eastern Asia,Delta Air Lines,6616,13:43,744,Boeing 747-400,524
6998,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,IND,Indianapolis International Airport,39.7173,-86.2944,United States of America,Americas,Northern America,Delta Air Lines,230,0:57,M88,McDonnell Douglas MD88,172
6999,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,IND,Indianapolis International Airport,39.7173,-86.2944,United States of America,Americas,Northern America,Delta Air Lines,230,0:57,320,Airbus A320-100/200,180
7000,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,IND,Indianapolis International Airport,39.7173,-86.2944,United States of America,Americas,Northern America,Delta Air Lines,230,0:57,319,Airbus A319,160
7001,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,ITH,Ithaca Tompkins Regional Airport,42.491,-76.4584,United States of America,Americas,Northern America,Delta Air Lines,352,1:12,CRJ,Canadair Regional Jet,100
7002,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,JAX,Jacksonville International Airport,30.4941,-81.6879,United States of America,Americas,Northern America,Delta Air Lines,814,2:07,CR9,Canadair Regional Jet 900,90
7003,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,Delta Air Lines,507,1:30,M88,McDonnell Douglas MD88,172
7004,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,JFK,John F. Kennedy International Airport,40.6397,-73.7789,United States of America,Americas,Northern America,Delta Air Lines,507,1:30,319,Airbus A319,160
7005,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LAN,Capital Region International Airport,42.7787,-84.5874,United States of America,Americas,Northern America,Delta Air Lines,74,0:38,CRJ,Canadair Regional Jet,100
7006,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LAS,Harry Reid International Airport,36.0801,-115.152,United States of America,Americas,Northern America,Delta Air Lines,1743,3:59,757,Boeing 757,280
7007,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LAS,Harry Reid International Airport,36.0801,-115.152,United States of America,Americas,Northern America,Delta Air Lines,1743,3:59,738,Boeing 737-800,189
7008,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,Delta Air Lines,1973,4:26,763,Boeing 767-300,269
7009,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,Delta Air Lines,1973,4:26,757,Boeing 757,280
7010,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,Delta Air Lines,1973,4:26,739,Boeing 737-900,215
7011,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LAX,Los Angeles International Airport,33.9425,-118.408,United States of America,Americas,Northern America,Delta Air Lines,1973,4:26,753,Boeing 757-300,280
7012,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LEX,Blue Grass Airport,38.0365,-84.6059,United States of America,Americas,Northern America,Delta Air Lines,295,1:05,717,Boeing 717,117
7013,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,Delta Air Lines,500,1:30,320,Airbus A320-100/200,180
7014,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,Delta Air Lines,500,1:30,M88,McDonnell Douglas MD88,172
7015,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LGA,LaGuardia Airport,40.775,-73.875,United States of America,Americas,Northern America,Delta Air Lines,500,1:30,319,Airbus A319,160
7016,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Delta Air Lines,3753,8:00,76W,Boeing 767-300 (winglets),269
7017,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LHR,Heathrow Airport,51.4775,-0.461389,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Delta Air Lines,3753,8:00,77L,Boeing 777-200LR,317
7018,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,LIT,Clinton National Airport (Adams Field),34.7294,-92.2243,United States of America,Americas,Northern America,Delta Air Lines,704,1:54,CR7,Canadair Regional Jet 700,78
7019,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MBJ,Sangster International Airport,18.5037,-77.9134,Jamaica,Americas,Latin America and the Caribbean,Delta Air Lines,1668,3:50,320,Airbus A320-100/200,180
7020,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MBS,MBS International Airport,43.5329,-84.0796,United States of America,Americas,Northern America,Delta Air Lines,98,0:41,CRJ,Canadair Regional Jet,100
7021,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MBS,MBS International Airport,43.5329,-84.0796,United States of America,Americas,Northern America,Delta Air Lines,98,0:41,CR9,Canadair Regional Jet 900,90
7022,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MCI,Kansas City International Airport,39.2976,-94.7139,United States of America,Americas,Northern America,Delta Air Lines,626,1:45,M88,McDonnell Douglas MD88,172
7023,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MCI,Kansas City International Airport,39.2976,-94.7139,United States of America,Americas,Northern America,Delta Air Lines,626,1:45,319,Airbus A319,160
7024,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MCI,Kansas City International Airport,39.2976,-94.7139,United States of America,Americas,Northern America,Delta Air Lines,626,1:45,320,Airbus A320-100/200,180
7025,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MCO,Orlando International Airport,28.4294,-81.309,United States of America,Americas,Northern America,Delta Air Lines,958,2:24,757,Boeing 757,280
7026,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MCO,Orlando International Airport,28.4294,-81.309,United States of America,Americas,Northern America,Delta Air Lines,958,2:24,753,Boeing 757-300,280
7027,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MDT,Harrisburg International Airport,40.1935,-76.7634,United States of America,Americas,Northern America,Delta Air Lines,369,1:14,CRJ,Canadair Regional Jet,100
7028,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MDT,Harrisburg International Airport,40.1935,-76.7634,United States of America,Americas,Northern America,Delta Air Lines,369,1:14,CR9,Canadair Regional Jet 900,90
7029,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MDW,Chicago Midway International Airport,41.7861,-87.7525,United States of America,Americas,Northern America,Delta Air Lines,227,0:57,CR9,Canadair Regional Jet 900,90
7030,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MDW,Chicago Midway International Airport,41.7861,-87.7525,United States of America,Americas,Northern America,Delta Air Lines,227,0:57,CR7,Canadair Regional Jet 700,78
7031,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MDW,Chicago Midway International Airport,41.7861,-87.7525,United States of America,Americas,Northern America,Delta Air Lines,227,0:57,E75,Embraer 175,88
7032,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MEM,Memphis International Airport,35.0424,-89.9767,United States of America,Americas,Northern America,Delta Air Lines,610,1:43,M88,McDonnell Douglas MD88,172
7033,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MEX,Mexico City International Airport,19.4363,-99.0721,Mexico,Americas,Latin America and the Caribbean,Delta Air Lines,1821,4:08,319,Airbus A319,160
7034,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MHT,Manchester-Boston Regional Airport,42.9326,-71.4357,United States of America,Americas,Northern America,Delta Air Lines,607,1:42,ERJ,Embraer RJ135,44
7035,DTW,Detroit Metro Wayne County Airport,42.2125,-83.3533,United States of America,Americas,Northern America,MHT,Manchester-Boston Regional Airport,42.9326,-71.4357,United States of America,Americas,Northern America,Delta Air Lines,607,1:42,CRJ,Canadair Regional Jet,100
